index,pm25
12,0.20292402530963782
21,0.20519654045694335
27,0.2075259559810636
67,0.19484297321481092
77,0.28478161619220144
82,0.278251673350415
88,0.2845120754808159
127,0.270851503652892
194,0.11585912177455882
195,0.11206953894259608
223,0.09400651129295845
260,0.0992483807515201
283,0.08229076162059767
303,0.04651531688619248
387,0.07123295020403342
434,0.08734177432074897
452,0.09058291097753912
507,0.10755974482371133
525,0.10333702142270118
559,0.10122633699179184
568,0.10000362002556606
572,0.10110903867937826
575,0.10970095290948989
665,0.08265837936852094
681,0.0749593373617301
684,0.07864962791085994
697,0.08032621697832565
700,0.06725925346809092
710,0.07589871844300755
752,0.07191779386691022
765,0.07122380285612828
823,0.09510755409952076
833,0.09293272304449673
891,0.0751721414659301
899,0.07507742915776405
916,0.0666821198239711
918,0.0825181563114159
926,0.07053673110851455
937,0.10917611153313023
960,0.10680571615472179
984,0.11068888128967891
990,0.0986415534152596
991,0.10250586899639647
1002,0.10053727029126547
1003,0.09460182246557225
1020,0.13034712894705014
1048,0.14486016115820566
1057,0.1397559174862366
1060,0.1290031300856398
1061,0.12869507296634208
1130,0.13546481511268982
1132,0.13210468910635997
1139,0.130724220153704
1158,0.12296508007075291
1174,0.13172047644291673
1180,0.12990131450176645
1195,0.12799298329980724
1206,0.1267388266015148
1208,0.12755071937712903
1211,0.11694798926472894
1219,0.12486625011128583
1253,0.0669486431653723
1286,0.06646491475439809
1315,0.0679294283415921
1331,0.06402934010797923
1363,0.056029432725158035
1365,0.06600737298577974
1394,0.12438298519484658
1397,0.12027707300455837
1411,0.11457012000503619
1414,0.11738215468649527
1418,0.1141258706351096
1443,0.12558074385291307
1453,0.1180357861730501
1492,0.1240395633269693
1592,0.10549064846933565
1595,0.10299723049834353
1604,0.11041788959227228
1612,0.10484624381049756
1653,0.10227320468461398
1703,0.13537910338004489
1727,0.13831768145563572
1732,0.1124277910015159
1795,0.11051846792797337
1810,0.11098005801871746
1811,0.11734417952633946
1870,0.11731663991078078
1912,0.09246912418789766
1921,0.09776497799501382
1931,0.0907743476480849
1962,0.05177803469996589
1974,0.051502585721497685
1991,0.04260936401642734
1995,0.04177092672679694
2045,0.09086744696336102
2087,0.08318124939213933
2123,0.06511628699607619
2140,0.058438713820263555
2189,0.07527276230309332
2242,0.06409637452423489
2270,0.0646551306348071
2273,0.06034555798590935
2282,0.06303262842585378
2299,0.058956148730081814
2311,0.04607092095096643
2317,0.045207454535846736
2332,0.04822774314699152
2340,0.04742124713936979
2352,0.04901490853703416
2357,0.041483659287653296
2378,0.048177047507709014
2410,0.049709129415624886
2425,0.05086591988185285
2433,0.042763387053625035
2437,0.04805962300625466
2455,0.06996064487480691
2483,0.0634168458303146
2491,0.06827513869177237
2506,0.06198721490093728
2542,0.07786702163850956
2556,0.06533733085368643
2604,0.037392243729587715
2636,0.047637790869437424
2638,0.048691381186967586
2643,0.04630088192957604
2664,0.049167839400781066
2696,0.08540525301034219
2698,0.0843233977407869
2732,0.07899952989101622
2777,0.08570195210986342
2787,0.08312106849182777
2832,0.07139696486132152
2833,0.07244573879498306
2841,0.05847299722964827
2868,0.061779579646604965
2945,0.051943064839442776
3019,0.07594958230483417
3057,0.10704285285866577
3130,0.029753845235558796
3131,0.028607320920787993
3132,0.031193911535638108
3133,0.023394806447143868
3134,0.028543299110869835
3135,0.027332239515190704
3136,0.028260623926322337
3137,0.02393967329785407
3138,0.02685222123964004
3139,0.029997081895770217
3140,0.02859259076475751
3141,0.03269545861546397
3142,0.029155957264964005
3143,0.022157468047545814
3144,0.026503602137408322
3145,0.022423629837206915
3146,0.028816210178995272
3147,0.028947344748768034
3148,0.024212046430843737
3149,0.02317755466335525
3150,0.018356462780517502
3151,0.021121549306692078
3152,0.023747000686104025
3153,0.025563793843639937
3154,0.026128702028421324
3155,0.026008316814108312
3156,0.02858359594072457
3157,0.019808699085780646
3158,0.02783621021750471
3159,0.022965126151913484
3160,0.027671282991668766
3161,0.02651260829744362
3162,0.029688773219976206
3163,0.025712363640064018
3164,0.025709397236257425
3165,0.03212024464361107
3166,0.030967484029163383
3167,0.03297555996183621
3168,0.033639600891743004
3169,0.004331752872677619
3170,0.0026402227915569565
3171,0.009898352297630586
3172,0.012701362272081296
3173,0.004415407334497745
3174,0.004415407334497745
3175,0.004832519327165219
3176,0.007275267480375325
3177,0.004764932058402449
3178,0.005820605048808991
3179,0.003935386158882892
3180,0.003935386158882892
3181,0.003935386158882892
3182,0.005856567083825093
3183,0.005856567083825093
3184,0.0013869091959035629
3185,0.005837743698513531
3186,0.007734128982895605
3187,0.017852537032971627
3188,0.01329140986044175
3189,0.009923308878280634
3190,0.011567194192528829
3191,0.00563306958313059
3192,0.010254322742894617
3193,0.006276139513845758
3194,0.004029673718949578
3195,0.005042521339045702
3196,0.005101368436053688
3197,0.0010382694217687671
3198,0.0030711126310611903
3199,0.002524866190303232
3200,0.002524866190303232
3201,0.002524866190303232
3202,0.0015808632301697045
3203,0.0017021625837780885
3204,0.0003781647722811421
3205,0.00549254270145183
3206,0.00599196950218861
3207,0.006501370336379431
3208,0.006501370336379431
3209,0.0005541708476157758
3210,0.005452888475716344
3211,0.00517572351942408
3212,0.00507898714165278
3213,0.01226142230199656
3214,0.008845961266949365
3215,0.0019598019803233058
3216,0.0038551806083475526
3217,0.002950162807523915
3218,0.0025487408198172634
3219,0.0025487408198172634
3220,0.0025487408198172634
3221,0.0025487408198172634
3222,0.003961477926801793
3223,0.003961477926801793
3224,0.004357748747165546
3225,0.004357748747165546
3226,0.004357748747165546
3227,0.00042288717807625886
3228,0.001632078046199581
3229,0.001632078046199581
3230,0.0025035705703584377
3231,0.0025035705703584377
3232,0.0025035705703584377
3233,0.0025035705703584377
3234,0.0025035705703584377
3235,0.003472957595486159
3236,0.003472957595486159
3237,0.0013191940313854733
3238,0.000987806033694083
3239,0.009585026597206836
3240,0.0009475282051745193
3241,0.0009475282051745193
3242,0.0060001165946264035
3243,0.006632244416537647
3244,0.006632244416537647
3245,0.0056757684577002365
3246,0.0056757684577002365
3247,0.0020851207365653046
3248,0.005688988364926484
3249,0.005688988364926484
3250,0.005688988364926484
3251,0.002057330723818973
3252,0.0053124867435299095
3253,0.0042871650677573925
3254,0.0035491551385740117
3255,0.008634815258277584
3256,0.003912711782245948
3257,0.0038240662455726326
3258,0.01626220327549288
3259,0.009697251555673247
3260,0.011723225971441265
3261,0.005826101497204306
3262,0.008102921789334916
3263,0.000657636803658157
3264,0.011247498435955405
3265,0.008807483481280132
3266,0.002221918546910784
3267,0.002221918546910784
3268,0.006419967052001763
3269,0.0009580457120810237
3270,0.0037793575154252412
3271,0.0021680610909762255
3272,0.006441302924161674
3273,0.006441302924161674
3274,8.199489308680086e-05
3275,0.0041727256451584704
3276,0.0041727256451584704
3277,0.0026178614533076683
3278,0.006876037922773026
3279,0.004204051412503018
3280,0.0013133835665275484
3281,0.0061239673240800485
3282,0.008573587683851303
3283,0.010575928572195137
3284,0.009592209762726345
3285,0.007297987925057647
3286,0.005064844559799164
3287,0.007342039727923133
3288,0.006264226081356572
3289,0.00028923891283150205
3290,0.0020204762626769845
3291,0.0017215061280981825
3292,0.0017215061280981825
3293,0.001841876211105653
3294,0.002245354338024308
3295,0.0033137178780056065
3296,0.0033137178780056065
3297,0.00036172988777938286
3298,0.00036172988777938286
3299,0.00036172988777938286
3300,0.0003477440787873487
3301,0.0003477440787873487
3302,0.0003477440787873487
3303,0.0003477440787873487
3304,0.0014630531903936372
3305,0.0028986580070988754
3306,0.003340993196655706
3307,0.0011752006692382633
3308,0.007667934639171925
3309,0.011331121067492456
3310,0.00767051277829589
3311,0.005467637091096211
3312,0.007056076898670716
3313,0.0060916572638722855
3314,0.013131677198020553
3315,0.003395544457955646
3316,0.014587152542616666
3317,0.016629991734205873
3318,0.010865365033316143
3319,0.011596887397083533
3320,0.014639761020217135
3321,0.011901010391503153
3322,0.014483274406461355
3323,0.01127992486985785
3324,0.008247622754183004
3325,0.007880040269499844
3326,0.006737828661185663
3327,0.014337581706699964
3328,0.012898571141463977
3329,0.01721062806918594
3330,0.018591763661999883
3331,0.018551763026394053
3332,0.015934643771640555
3333,0.01546787887798895
3334,0.016634536561556112
3335,0.012066372732934205
3336,0.0139412902331697
3337,0.015101123609116751
3338,0.015388350050852484
3339,0.008632877387307003
3340,0.013104379726754267
3341,0.016458873797878804
3342,0.011873940117929083
